Name,TestAccuracyScore,PredictAccuracyScore,FitTime,ScoreTime,PredictTime,TotalTime
svc_base,0.9354978354978355,0.9354978354978355,234.36411890000002,149.54252509999998,151.98244820000008,535.8890922
rf_base,0.9632756132756133,0.9632756132756133,21.162543099999994,0.6793430000000171,0.6819219999999859,22.523808099999997
kNN_base,0.9640692640692641,0.9640692640692641,3.746577200000047,479.1274994999999,471.4505531,954.3246297999999
dtc_cv,0.84366,0.947403,9.689057,0.125913,0.055994,9.870964
cnb_cv,0.750096,0.717027,0.489532,0.141118,0.082912,0.713562
gnb_cv,0.674029,0.570924,0.902207,3.501948,1.651511,6.055666
